Index,Chunk
453,"（四）论喜忌，以用神为标准。（五）查岁运，以喜忌为标准。（六）推六亲，以四柱六神为标准。（七）评性情，以五行用神等为标准。（八）断事业，以用神及喜忌为标准。评断之举例
（一）陆姓乾命
官
枭 日主 伤
乾造： 癸
甲
丙
己
未
子
戌
亥
大运：癸亥
壬戌
辛酉
庚申
己未
戊午
起运 一岁
十一
二一
三一
四一
五一
强弱 丙死於冬，亥子癸三水，既得其令，又兢来克，未戌己土虽能制水，
乃本身先泄丙火之气，只月上甲木生丙。综计全局，抑者太多，扶者太少，故丙
干以弱论。格局 丙生子月，干透癸水，为正官之格。用神 丙既云弱，必须生扶。"
454,"格局 丙生子月，干透癸水，为正官之格。用神 丙既云弱，必须生扶。月上甲木泄水之有余，生火之不足，取用无疑，
即谓官格用印是也。喜忌 既用甲木，自喜木火助用助身，不畏土之泄火、水之克火，盖土有木
制，水有木当也，然亦非所喜耳。最忌金为生水助虐。克木则伤用。岁运 一岁初走癸亥运，一派水乡，稚年多病。十一岁行壬戌运，水土各半，
亦乏善可陈。二十一岁辛酉运，甲辰年随某巨公至广东，充记室四载，腰缠黄白，
正逢木火流年也。娶妻得子，亦在斯时，嗣即奔驰少功矣。三十一岁庚申运，用
神受损蓬飘萍泛，宇内寓形，南北东西，焦桐莫识。尤以三十六后，流年多金水，
无家可依。"
455,"三十一岁庚申运，用
神受损蓬飘萍泛，宇内寓形，南北东西，焦桐莫识。尤以三十六后，流年多金水，
无家可依。四十一岁之己未运，有甲子、乙丑、丙寅、丁卯，四载之吉，努力勿
怠。再后都金水年，征求毋奢。五十一岁戊午运，以五二、五三、五四、五五，
小有作为。午运之羊刃被冲，自难乐观，故五十六后，可抚孤松而盘桓矣。六亲 偏印为用，父母庇阴尚丰。劫财无力，弱弟早夭。日支藏财，然非喜
神，妻乃中道云也。伤食亦非喜见，故前虽有子，已丧申运。晚来己运，或有弄
璋之望，但须琴弦再理也。性情 火日水多，所为欠当，宗旨少决。事业 官格用印，自以近贵求名之为宜，尤利于东南半声耳。"
456,"性情 火日水多，所为欠当，宗旨少决。事业 官格用印，自以近贵求名之为宜，尤利于东南半声耳。（二）潘姓坤命
食
伤 日主 官
坤造： 壬
癸
庚
丁
子
大运：壬子
- 84 -
丑
子
亥
辛亥
庚戌
己酉
戊申
丁未
起运：五岁
十五
二五
三五
四五
五五
强弱 庚生季冬为寒金，水旺泄气系忧患，尤病丑土会亥子而化水，且寒金
喜火又苦丁火之被克，是谓弱不堪言矣。格局 庚生丑月，透癸为伤官之格。用神 水势泛滥，若用丑中己土，非但不能制水，且激水之怒。不如亥中甲
木以为用，赖甲泄水之有余，生火之不足，所谓财能救官是也。然身弱无助之弊，
在所不免矣。喜忌 最喜为火土木，最忌为金水。"
457,"然身弱无助之弊，
在所不免矣。喜忌 最喜为火土木，最忌为金水。岁运 五岁交足壬子水运，十病九危。十五岁走辛亥金水运，及笄应多周折。及庚午年，怙恃之失，相继频乘。壬申岁身世之悲，层见叠出。虽屡屡当差，而
收入甚微，仍入陷井囵圄。诚哉，时命之不遒也。二十五逢庚戌运，庚乃属金，
尚难脱离水火。戌中藏火土，三十三岁甲申流年，用神得助，当获快婿，尚可仰
望者矣。三十五岁后，己酉运之己土不足制水，酉虽劫刃， 亦有生水之嫌， 纵
不至于颠沛流离，然而病疼剧甚。四十五岁戊申运，以戊字最佳，五十岁后，
岁运皆金水，恐难免赋归于心脏病。六亲 金寒水盛则无子。官星无力易克夫。土印化水，父母亦虚。"
458,"官星无力易克夫。土印化水，父母亦虚。劫比稀少终鲜
四季，可无
疑矣。性情 金日水多，火土无力，水性杨花，理所然也。（三）王姓坤命
坤造： 己
癸
甲
丙
亥
酉
辰
寅
大运：甲戌
乙亥
丙子
丁丑
戊寅
己卯
起运：三岁
十三
二三
三三
四三
五三
强弱 甲生酉月而失其令，又多火土，则金之克泄，本当以弱论。然长生于
亥，胎于酉，得禄于寅，地支有气，尚非至弱者也。格局 甲生酉月，为正官之格。用神 官印财食俱全，惟己年癸月，地位接近，财印相克，为美中不足，故
取酉内辛金正官以为用，盖财生官，官生印，五行六神，因此不悖矣。喜忌 命中五行不悖，固无所谓喜忌。"
459,"用神 官印财食俱全，惟己年癸月，地位接近，财印相克，为美中不足，故
取酉内辛金正官以为用，盖财生官，官生印，五行六神，因此不悖矣。喜忌 命中五行不悖，固无所谓喜忌。惟坤以夫星为重，又取正官为格，为
用则不宜逢多量之火也。岁运 三岁起运，初走甲戌乙亥，庇阴丰裕，故童境不恶。二十岁戊干流年，
偏财帮夫，于归极利。二十三岁丙子运，丙为食神，子为正印，迭获弄璋之庆，
家道日昌。三十三岁行丁火伤官运，幸有印以制之，然辛未年夫病阅七月，亦云
险矣。三十八岁丑运为财，门庭焕彩，夫子皆辉。四十三岁戊寅运，之一财一
比，亦安身纳福。再后己卯运仍丰，堪享大年云尔。六亲 印有官生，父母双庆。"
460,"再后己卯运仍丰，堪享大年云尔。六亲 印有官生，父母双庆。正官为格为用，夫既荣显，鸿案相庄。时下一
比，令弟亦云克家。时上食神吐秀，子更英奇特达矣。性情 五行生化有情，秀外慧中，多材多义，当之无愧也。（四）詹姓乾命
- 85 -
杀
乾造： 庚
杀
庚
日主 偏财
甲
戊
子
辰
子
辰
大运：辛巳
壬午
癸未
甲申
乙酉
丙戌
起运：六岁
十六
二六
三六
四六
五六
强弱 甲生暮春土令，又见三土二金，财杀太旺。幸子辰成半水之局，辰土
之财，化印生身，故转弱为强矣。（沂水易士注：还是偏弱）
格局 甲生辰月，干透戊土，是为偏财之格。用神 干头尽是财杀，自取年支子印为用，赖以化杀生身也。"
461,"（沂水易士注：还是偏弱）
格局 甲生辰月，干透戊土，是为偏财之格。用神 干头尽是财杀，自取年支子印为用，赖以化杀生身也。喜忌 最喜水木而忌土，火亦不利，因能生土也。金却不忌，因能生水也。岁运 六岁行辛巳运，一金一火，乏善可陈。十六岁之壬运，大病三年，按
壬水为偏印，莫非丁巳、戊午、己未三载火土流年之故。二十（沂水易士注：应
为二十一）岁午火运，得美缺于交通部（沂水易士注：庚申流年的作用），系纯
逢金水流年之故。谚云：运好不如年好，洵然。廿六岁以来，癸未运，裘马丽都，
盖一以运胜，一以年佳也。三十六岁甲运虽是帮身，惜被庚克，恐用武无地。"
462,"廿六岁以来，癸未运，裘马丽都，
盖一以运胜，一以年佳也。三十六岁甲运虽是帮身，惜被庚克，恐用武无地。四
十一岁申运，三合全成水局，杀印相映，地位权誉，登峰造极矣。官至简任特任，
唯所望于此时也。往后乙酉运，无足可取，丙运更不宜恋栈。六亲 以印为用，深获父母庇阴。不见伤食，亦且为忌神，仅午运得一子。日支坐禄，中馈尚贤。劫比之稀，因鲜兄弟矣。性情 木得水养，五行清而不杂。八字纯阳，磊落大方，可断言也。事业 忌财喜印，最宜行政机关，堪握大权，然亦廉吏耳。"
463,"八字纯阳，磊落大方，可断言也。事业 忌财喜印，最宜行政机关，堪握大权，然亦廉吏耳。（五）陈姓乾命
劫 正财 日主 官
乾造： 壬
丙
癸
戊
子
午
亥
午
大运： 丁未
戊申
己酉
庚戌
辛亥
壬子
起运： 八岁
十八
二八
三八
四八
五八
强弱 癸水生于仲夏，又逢午时，三火一土，财官太旺。幸载亥支，为帝旺
之乡，更妙年干壬水劫财，载子而亦为旺地，弱而有助，得中和之妙也。格局 癸生午月，为偏财之格。用神 日元稍弱，宜取壬水，劫财帮身为用。喜忌 喜金水，忌火土，尤忌木之生火泄水。岁运 八岁初走丁未火土运，幼境未丰。十八岁戊运，赖流年多金水，所如
尚顺。"
464,"岁运 八岁初走丁未火土运，幼境未丰。十八岁戊运，赖流年多金水，所如
尚顺。廿一岁壬申年，茅庐初出，即入某银行为练习生。廿三岁转入申运，劫财
得长生，当可不胫而驰。廿八岁后，己酉运，一以流年之胜，一以行运之善，青
云直上，前途正未有艾也。三十八岁庚金正印运，尤帮运达。四十三岁戌运，岁
运皆木火土之乡，纵不修文地下，亦必床第呻吟。越过此津，然后得辛亥壬子，运走西北，致富何难。六亲 财旺多妻，日支亥字，大有裨益于命局，自然内助之贤。亥中甲木伤
官非喜神，子较艰难。年柱壬子为精华，出身高第，有劫元印，丁运父母双亡。劫财为用，宜其长兄二兄，皆有名于时也。性情 火有水济，能刚能柔。见解必清楚，处事多得当。"
465,"性情 火有水济，能刚能柔。见解必清楚，处事多得当。- 86 -
事业 命本可富，自宜置身金融界。若趋北地，尤称佳妙。第二部分 命学讲义下集
第一节
命局实例分析篇
我国衡命之道门类最多以“子平”之学堪为正宗。盖万千八字不外乎“八格”，
与“外格”两种。“八格”根据常理有余者抑之，不足者扶之。“外格”乃属变法
顺之者吉，逆之者凶是也。再有扶、抑、顺、逆之中作出“用神、喜神、忌神、
闲神四种而吉凶判矣！用神这，举足轻重补偏救弊之神也。喜神者，有利于命局之神也。忌神者，
有害于命局之神也。闲神者，有利而又有害或无利而又无害至于命局之神也。只
此四神以之论命。虽不中也不远矣！"
466,"只
此四神以之论命。虽不中也不远矣！研究四神之法，余无以命之而命之曰“分析
法”此乃出褚杜撰容或不当矣！后列八十余命简论录自《知命识相五十年》第五册之《命学讲义新编》上集，
爰再立表指明孰为“用神”孰为“喜神”孰为“忌神”孰为“闲神”，初学命理
如能熟习获益或匪浅矣！沂水易士说明：这一节以下内容是根据原书把原书
所用的表格改成了文字叙述。例 1、癸
丁
甲
甲
卯
巳
寅
子
日主：甲
格局：偏财格
a、地支所藏人元。年支卯 藏 乙木。月支巳 藏 丙火
庚金
戊土。日支寅 藏 甲木
丙火
戊土。时支子 藏 癸水。b、喜用忌闲神。"
467,"时支子 藏 癸水。b、喜用忌闲神。用神：戊
喜神：丁 巳
丙
庚
戊
忌神：甲 乙
寅
卯
闲神：癸 子
C、命理基本分析。八字中水木据其六，土金全无，当以身强无克制为患。然巳藏戊土并庚金土
能克水，金能制木，是天干地支虽属无用而提纲（沂水易士注：提纲就是指月柱）
中所藏人元独可补其不逮也。沂水易士注：因此取巳中所藏人元戊土作用神。例 2、甲
壬
甲
甲
寅
申
寅
子
日主：甲
格局：偏印格
a、地支所藏人元。年支寅 藏
甲木
丙火
月支申 藏
庚金
壬水
- 87 -
戊土。戊土。日支寅 藏
甲木
丙火
戊土。时支子 藏
癸水。b、喜用忌闲神。"
468,"时支子 藏
癸水。b、喜用忌闲神。用神：戊
喜神：申
丙
庚
戊
忌神：寅 子
甲
壬
癸
闲神： 无
c、命理基本分析。三甲二寅，木如林立又有壬水子水之生则木更繁重，自喜申金之克制。但一
金五木只力难胜则不得不赖申中寅中戊土以生金克木乃喜戊土人元增加申金之
力量。沂水易士注：所以取戊土为用神。例 3、戊
庚
甲
庚
申
申
申
午
日主：甲
格局：七杀格
a、地支所藏人元。年支申 藏 庚金
壬水
戊土。月支申 藏 庚金
壬水
戊土。日支申 藏 庚金
壬水
戊土。时支午 藏 丁火
己土。b、喜用忌闲神。用神：壬
喜神：壬
忌神：庚 戊 申 午 丁 己。闲神： 无
c、命理基本分析。"
